student_term_id,student_id,term_id,program_id,credits_attempted,credits_earned,cumulative_credits,cumulative_gpa,enrollment_intensity
T0001716,STU00523,2024FA,P005,6,6,22.0,2.68,Part Time
T0001717,STU00523,2025SP,P005,13,9,31.0,2.58,Full Time
T0001718,STU00523,2025FA,P005,16,13,44.0,2.51,Full Time
T0001719,STU00524,2025SP,P001,10,0,0.0,0.43,Part Time
T0001720,STU00524,2025FA,P001,12,0,0.0,0.56,Full Time
T0001721,STU00525,2024SP,P003,10,1,1.0,0.71,Part Time
T0001722,STU00525,2024FA,P003,10,3,4.0,0.65,Part Time
T0001723,STU00525,2025SP,P003,12,3,7.0,0.77,Full Time
T0001724,STU00526,2025SP,P002,10,6,6.0,1.5,Part Time
T0001725,STU00527,2022FA,P008,13,13,13.0,3.38,Full Time
T0001726,STU00528,2024SP,P008,7,7,7.0,2.71,Part Time
T0001727,STU00528,2024FA,P008,6,6,13.0,2.62,Part Time
T0001728,STU00528,2025SP,P008,9,9,22.0,3.18,Part Time
T0001729,STU00528,2025FA,P008,12,9,31.0,3.03,Full Time
T0001730,STU00529,2024FA,P004,7,6,6.0,2.71,Part Time
T0001731,STU00529,2025SP,P004,6,3,9.0,2.38,Part Time
T0001732,STU00529,2025FA,P004,12,12,21.0,2.32,Full Time
T0001733,STU00529,2026SP,P004,15,12,33.0,2.35,Full Time
T0001734,STU00530,2022FA,P007,7,1,1.0,0.86,Part Time
T0001735,STU00530,2023SP,P007,12,9,10.0,1.74,Full Time
T0001736,STU00530,2023FA,P007,16,13,23.0,2.03,Full Time
T0001737,STU00530,2024SP,P007,13,13,36.0,2.23,Full Time
T0001738,STU00530,2024SU,P007,12,12,48.0,2.38,Full Time
T0001739,STU00531,2023FA,P003,13,10,10.0,2.85,Full Time
T0001740,STU00531,2024SP,P003,9,9,19.0,3.32,Part Time
T0001741,STU00531,2024FA,P003,9,6,25.0,3.03,Part Time
T0001742,STU00531,2025SP,P003,16,12,37.0,2.83,Full Time
T0001743,STU00532,2023FA,P007,7,7,7.0,3.57,Part Time
T0001744,STU00532,2024SP,P007,12,9,16.0,2.89,Full Time
T0001745,STU00532,2024SU,P007,16,16,32.0,2.8,Full Time
T0001746,STU00533,2024SP,P006,10,10,10.0,3.6,Part Time
T0001747,STU00534,2023FA,P008,7,4,4.0,1.71,Part Time
T0001748,STU00534,2024SP,P008,9,6,10.0,2.25,Part Time
T0001749,STU00534,2024FA,P008,6,6,16.0,2.59,Part Time
T0001750,STU00535,2022FA,P003,7,7,7.0,3.71,Part Time
T0001751,STU00535,2023SP,P003,12,12,19.0,3.58,Full Time
T0001752,STU00535,2023FA,P003,9,9,28.0,3.71,Part Time
T0001753,STU00536,2023FA,P006,10,10,10.0,2.7,Part Time
T0001754,STU00536,2024SP,P006,13,10,20.0,2.61,Full Time
T0001755,STU00536,2024FA,P006,6,6,26.0,2.69,Part Time
T0001756,STU00536,2025SP,P006,12,12,38.0,2.78,Full Time
T0001757,STU00536,2025FA,P006,7,7,45.0,2.79,Part Time
T0001758,STU00536,2026SP,P006,12,12,57.0,2.98,Full Time
T0001759,STU00537,2022FA,P002,10,4,4.0,1.7,Part Time
T0001760,STU00537,2023SP,P002,9,3,7.0,1.53,Part Time
T0001761,STU00537,2023FA,P002,6,3,10.0,1.52,Part Time
T0001762,STU00537,2024SP,P002,10,10,20.0,1.86,Part Time
T0001763,STU00537,2024FA,P002,7,4,24.0,1.9,Part Time
T0001764,STU00537,2025SP,P002,10,6,30.0,1.9,Part Time
T0001765,STU00537,2025SU,P002,12,12,42.0,1.97,Full Time
T0001766,STU00538,2025SP,P008,7,7,7.0,3.29,Part Time
T0001767,STU00538,2025FA,P008,15,15,22.0,3.09,Full Time
T0001768,STU00538,2026SP,P008,9,9,31.0,2.87,Part Time
T0001769,STU00539,2022FA,P001,10,10,10.0,4.0,Part Time
T0001770,STU00539,2023SP,P001,15,15,25.0,3.64,Full Time
T0001771,STU00539,2023FA,P001,12,12,37.0,3.43,Full Time
T0001772,STU00539,2024SP,P001,16,16,53.0,3.43,Full Time
T0001773,STU00540,2025SP,P005,7,7,7.0,2.57,Part Time
T0001774,STU00540,2025FA,P005,12,9,16.0,2.05,Full Time
T0001775,STU00540,2026SP,P005,15,9,25.0,1.85,Full Time
T0001776,STU00541,2024SP,P008,7,4,4.0,2.0,Part Time
T0001777,STU00541,2024FA,P008,12,3,7.0,2.0,Full Time
T0001778,STU00541,2025SP,P008,6,3,10.0,1.84,Part Time
T0001779,STU00541,2025FA,P008,9,6,16.0,1.79,Part Time
T0001780,STU00542,2025FA,P003,10,10,10.0,3.3,Part Time
T0001781,STU00542,2026SP,P003,15,12,22.0,2.76,Full Time
T0001782,STU00543,2023FA,P001,10,6,6.0,1.2,Part Time
T0001783,STU00543,2024SP,P001,6,6,12.0,1.69,Part Time
T0001784,STU00543,2024FA,P001,6,3,15.0,1.91,Part Time
T0001785,STU00544,2022FA,P001,10,4,4.0,1.8,Part Time
T0001786,STU00544,2023SP,P001,15,15,19.0,2.16,Full Time
T0001787,STU00544,2023FA,P001,12,12,31.0,2.35,Full Time
T0001788,STU00544,2024SP,P008,6,6,37.0,2.58,Part Time
T0001789,STU00545,2025SP,P001,10,7,7.0,2.8,Part Time
T0001790,STU00545,2025FA,P001,9,9,16.0,3.37,Part Time
T0001791,STU00545,2026SP,P001,9,9,25.0,3.46,Part Time
T0001792,STU00546,2022FA,P003,7,6,6.0,2.71,Part Time
T0001793,STU00546,2023SP,P003,10,7,13.0,2.12,Part Time
T0001794,STU00546,2023SU,P003,9,9,22.0,2.42,Part Time
T0001795,STU00546,2023FA,P003,9,6,28.0,2.31,Part Time
T0001796,STU00546,2024SP,P006,10,3,31.0,2.22,Part Time
T0001797,STU00546,2024FA,P006,9,9,40.0,2.46,Part Time
T0001798,STU00547,2025SP,P001,7,7,7.0,3.86,Part Time
T0001799,STU00547,2025FA,P001,9,9,16.0,3.56,Part Time
T0001800,STU00547,2026SP,P007,12,12,28.0,3.64,Full Time
T0001801,STU00548,2025FA,P004,10,7,7.0,2.0,Part Time
T0001802,STU00548,2026SP,P004,9,3,10.0,2.23,Part Time
T0001803,STU00549,2024FA,P002,7,4,4.0,1.71,Part Time
T0001804,STU00549,2025SP,P002,9,9,13.0,2.25,Part Time
T0001805,STU00549,2025FA,P002,6,6,19.0,2.32,Part Time
T0001806,STU00549,2026SP,P002,9,9,28.0,2.61,Part Time
T0001807,STU00550,2023FA,P008,7,7,7.0,2.71,Part Time
T0001808,STU00550,2024SP,P008,15,12,19.0,2.64,Full Time
T0001809,STU00551,2023FA,P002,13,13,13.0,2.77,Full Time
T0001810,STU00551,2024SP,P002,10,10,23.0,3.3,Part Time
T0001811,STU00551,2024FA,P002,9,9,32.0,3.5,Part Time
T0001812,STU00552,2024FA,P005,7,7,7.0,3.43,Part Time
T0001813,STU00552,2025SP,P005,9,9,16.0,3.19,Part Time
T0001814,STU00553,2024SP,P008,13,9,9.0,1.62,Full Time
T0001815,STU00553,2024FA,P008,6,3,12.0,1.58,Part Time
T0001816,STU00553,2025SP,P008,12,9,21.0,1.74,Full Time
T0001817,STU00553,2025FA,P008,12,3,24.0,1.6,Full Time
T0001818,STU00554,2024FA,P004,7,4,4.0,1.57,Part Time
T0001819,STU00554,2025SP,P004,9,6,10.0,1.62,Part Time
T0001820,STU00554,2025FA,P004,9,9,19.0,2.0,Part Time
T0001821,STU00554,2026SP,P004,12,12,31.0,2.16,Full Time
T0001822,STU00555,2025FA,P003,10,10,10.0,3.5,Part Time
T0001823,STU00556,2024FA,P003,13,13,13.0,2.69,Full Time
T0001824,STU00556,2025SP,P003,6,6,19.0,2.63,Part Time
T0001825,STU00556,2025FA,P003,17,6,25.0,2.08,Full Time
T0001826,STU00556,2026SP,P003,15,11,36.0,2.2,Full Time
T0001827,STU00557,2025FA,P001,7,7,7.0,3.14,Part Time
T0001828,STU00557,2026SP,P001,6,3,10.0,2.85,Part Time
T0001829,STU00558,2023FA,P008,7,7,7.0,2.57,Part Time
T0001830,STU00558,2024SP,P008,12,6,13.0,2.37,Full Time
T0001831,STU00558,2024FA,P008,6,6,19.0,2.52,Part Time
T0001832,STU00558,2025SP,P008,9,9,28.0,2.65,Part Time
T0001833,STU00559,2024SP,P002,7,7,7.0,4.0,Part Time
T0001834,STU00559,2024FA,P002,6,6,13.0,4.0,Part Time
T0001835,STU00559,2025SP,P002,12,12,25.0,3.88,Full Time
T0001836,STU00559,2025FA,P002,10,10,35.0,3.91,Part Time
T0001837,STU00560,2023FA,P006,7,4,4.0,1.57,Part Time
T0001838,STU00560,2024SP,P006,9,6,10.0,2.19,Part Time
T0001839,STU00561,2025FA,P007,13,13,13.0,4.0,Full Time
T0001840,STU00561,2026SP,P007,12,12,25.0,3.88,Full Time
T0001841,STU00562,2024FA,P005,7,7,7.0,4.0,Part Time
T0001842,STU00562,2025SP,P005,9,9,16.0,3.44,Part Time
T0001843,STU00562,2025FA,P002,9,9,25.0,3.52,Part Time
T0001844,STU00562,2026SP,P002,9,9,34.0,3.65,Part Time
T0001845,STU00563,2024FA,P008,10,7,7.0,1.8,Part Time
T0001846,STU00563,2025SP,P008,9,9,16.0,2.53,Part Time
T0001847,STU00563,2025SU,P008,12,9,25.0,2.46,Full Time
T0001848,STU00563,2025FA,P008,15,9,34.0,2.16,Full Time
T0001849,STU00563,2026SP,P008,10,7,41.0,2.2,Part Time
T0001850,STU00564,2024FA,P002,7,4,4.0,1.71,Part Time
T0001851,STU00564,2025SP,P002,9,6,10.0,2.06,Part Time
T0001852,STU00564,2025FA,P002,16,16,26.0,2.5,Full Time
T0001853,STU00564,2026SP,P002,10,10,36.0,2.79,Part Time
T0001854,STU00565,2023FA,P001,7,1,1.0,0.86,Part Time
T0001855,STU00566,2025FA,P007,7,1,1.0,3.0,Part Time
T0001856,STU00566,2026SP,P007,12,9,10.0,2.31,Full Time
T0001857,STU00567,2024SP,P005,7,7,7.0,4.0,Part Time
T0001858,STU00567,2024FA,P005,6,6,13.0,4.0,Part Time
T0001859,STU00567,2025SP,P005,9,9,22.0,3.86,Part Time
T0001860,STU00567,2025FA,P005,6,6,28.0,3.89,Part Time
T0001861,STU00567,2026SP,P005,10,10,38.0,3.92,Part Time
T0001862,STU00568,2025FA,P008,7,7,7.0,2.14,Part Time
T0001863,STU00568,2026SP,P008,9,9,16.0,2.44,Part Time
T0001864,STU00569,2025SP,P006,7,7,7.0,2.43,Part Time
T0001865,STU00569,2025FA,P006,9,6,13.0,2.19,Part Time
T0001866,STU00569,2026SP,P005,6,6,19.0,2.14,Part Time
T0001867,STU00570,2024SP,P001,7,7,7.0,3.0,Part Time
T0001868,STU00570,2024FA,P001,15,15,22.0,3.68,Full Time
T0001869,STU00571,2023FA,P005,10,10,10.0,3.7,Part Time
T0001870,STU00571,2024SP,P005,9,9,19.0,3.53,Part Time
T0001871,STU00571,2024SU,P005,9,6,25.0,3.36,Part Time
T0001872,STU00571,2024FA,P005,9,9,34.0,3.51,Part Time
T0001873,STU00572,2025FA,P002,13,13,13.0,2.77,Full Time
T0001874,STU00573,2023FA,P006,7,7,7.0,2.57,Part Time
T0001875,STU00573,2024SP,P006,9,6,13.0,2.06,Part Time
T0001876,STU00573,2024SU,P006,12,12,25.0,2.57,Full Time
T0001877,STU00573,2024FA,P004,12,12,37.0,2.4,Full Time
T0001878,STU00573,2025SP,P004,10,10,47.0,2.44,Part Time
T0001879,STU00574,2025SP,P008,10,10,10.0,3.1,Part Time
T0001880,STU00574,2025FA,P008,12,12,22.0,3.18,Full Time
T0001881,STU00574,2026SP,P008,12,12,34.0,3.29,Full Time
T0001882,STU00575,2025SP,P004,10,10,10.0,3.3,Part Time
T0001883,STU00575,2025SU,P004,9,9,19.0,3.16,Part Time
T0001884,STU00575,2025FA,P004,9,9,28.0,3.32,Part Time
T0001885,STU00575,2026SP,P004,12,9,37.0,3.08,Full Time
T0001886,STU00576,2025FA,P007,13,13,13.0,3.46,Full Time
T0001887,STU00576,2026SP,P007,12,12,25.0,3.24,Full Time
T0001888,STU00577,2025SP,P008,7,7,7.0,2.71,Part Time
T0001889,STU00577,2025FA,P008,9,9,16.0,3.44,Part Time
T0001890,STU00578,2025FA,P005,10,10,10.0,4.0,Part Time
T0001891,STU00578,2026SP,P005,15,15,25.0,3.76,Full Time
T0001892,STU00579,2023SP,P001,7,1,1.0,0.29,Part Time
T0001893,STU00579,2023FA,P001,6,3,4.0,0.85,Part Time
T0001894,STU00580,2023SP,P004,10,4,4.0,1.2,Part Time
T0001895,STU00581,2024FA,P007,10,7,7.0,3.0,Part Time
T0001896,STU00581,2025SP,P007,6,6,13.0,2.81,Part Time
T0001897,STU00581,2025FA,P007,6,6,19.0,3.0,Part Time
T0001898,STU00581,2026SP,P007,9,6,25.0,3.0,Part Time
T0001899,STU00582,2025FA,P003,7,7,7.0,4.0,Part Time
T0001900,STU00582,2026SP,P003,10,10,17.0,3.18,Part Time
T0001901,STU00583,2024FA,P008,10,10,10.0,2.7,Part Time
T0001902,STU00583,2025SP,P008,9,6,16.0,2.37,Part Time
T0001903,STU00583,2025FA,P008,12,12,28.0,2.42,Full Time
T0001904,STU00583,2026SP,P008,12,12,40.0,2.58,Full Time
T0001905,STU00584,2025FA,P006,7,7,7.0,2.57,Part Time
T0001906,STU00584,2026SP,P006,9,6,13.0,2.44,Part Time
T0001907,STU00585,2023FA,P005,7,7,7.0,3.57,Part Time
T0001908,STU00585,2024SP,P005,9,9,16.0,3.44,Part Time
T0001909,STU00585,2024FA,P005,6,6,22.0,3.59,Part Time
T0001910,STU00585,2025SP,P005,6,6,28.0,3.36,Part Time
T0001911,STU00585,2025FA,P005,10,10,38.0,3.45,Part Time
T0001912,STU00586,2023FA,P007,7,3,3.0,1.43,Part Time
T0001913,STU00586,2024SP,P007,13,9,12.0,1.9,Full Time
T0001914,STU00587,2022FA,P007,13,13,13.0,2.54,Full Time
T0001915,STU00587,2023SP,P007,15,15,28.0,2.68,Full Time
T0001916,STU00587,2023SU,P007,16,16,44.0,2.8,Full Time
T0001917,STU00587,2023FA,P007,10,7,51.0,2.74,Part Time
T0001918,STU00587,2024SP,P007,9,9,60.0,2.73,Part Time
T0001919,STU00588,2024SP,P002,7,6,6.0,2.29,Part Time
T0001920,STU00588,2024FA,P002,12,9,15.0,2.42,Full Time
T0001921,STU00588,2025SP,P002,9,9,24.0,2.39,Part Time
T0001922,STU00588,2025SU,P002,6,6,30.0,2.59,Part Time
T0001923,STU00588,2025FA,P002,9,9,39.0,2.53,Part Time
T0001924,STU00588,2026SP,P002,14,14,53.0,2.51,Full Time
T0001925,STU00589,2022FA,P003,7,7,7.0,3.14,Part Time
T0001926,STU00589,2023SP,P003,16,16,23.0,3.61,Full Time
T0001927,STU00590,2024SP,P007,7,7,7.0,3.14,Part Time
T0001928,STU00590,2024FA,P007,9,9,16.0,3.06,Part Time
T0001929,STU00590,2025SP,P007,12,12,28.0,3.46,Full Time
T0001930,STU00590,2025FA,P007,7,7,35.0,3.57,Part Time
T0001931,STU00591,2024SP,P001,10,10,10.0,3.1,Part Time
T0001932,STU00592,2024FA,P007,10,10,10.0,4.0,Part Time
T0001933,STU00593,2023FA,P001,7,1,1.0,0.71,Part Time
T0001934,STU00594,2025FA,P006,7,1,1.0,1.14,Part Time
T0001935,STU00594,2026SP,P006,6,3,4.0,1.31,Part Time
T0001936,STU00595,2023FA,P001,7,7,7.0,3.14,Part Time
T0001937,STU00595,2024SP,P001,12,12,19.0,3.53,Full Time
T0001938,STU00595,2024SU,P001,12,12,31.0,3.71,Full Time
T0001939,STU00595,2024FA,P001,12,12,43.0,3.51,Full Time
T0001940,STU00595,2025SP,P001,12,12,55.0,3.56,Full Time
T0001941,STU00595,2025FA,P001,13,13,68.0,3.65,Full Time
T0001942,STU00596,2023FA,P005,7,7,7.0,3.0,Part Time
T0001943,STU00596,2024SP,P005,9,9,16.0,2.62,Part Time
T0001944,STU00596,2024SU,P005,6,6,22.0,2.59,Part Time
T0001945,STU00596,2024FA,P005,17,7,29.0,2.27,Full Time
T0001946,STU00596,2025SP,P005,13,7,36.0,2.15,Full Time
T0001947,STU00596,2025FA,P005,12,9,45.0,2.22,Full Time
T0001948,STU00597,2024FA,P004,7,7,7.0,2.29,Part Time
T0001949,STU00597,2025SP,P004,12,9,16.0,2.74,Full Time
T0001950,STU00597,2025SU,P004,15,12,28.0,2.59,Full Time
T0001951,STU00597,2025FA,P004,16,16,44.0,3.04,Full Time
T0001952,STU00598,2023FA,P006,10,10,10.0,2.4,Part Time
T0001953,STU00598,2024SP,P006,12,9,19.0,2.18,Full Time
T0001954,STU00599,2023FA,P004,10,10,10.0,2.7,Part Time
T0001955,STU00599,2024SP,P004,9,9,19.0,3.16,Part Time
T0001956,STU00599,2024FA,P004,15,12,31.0,2.91,Full Time
T0001957,STU00599,2025SP,P004,9,9,40.0,3.14,Part Time
T0001958,STU00600,2022FA,P002,10,6,6.0,1.8,Part Time
T0001959,STU00600,2023SP,P002,6,3,9.0,1.69,Part Time
T0001960,STU00600,2023FA,P002,12,3,12.0,1.68,Full Time
T0001961,STU00600,2024SP,P002,13,7,19.0,1.55,Full Time
T0001962,STU00600,2024FA,P002,13,9,28.0,1.63,Full Time
T0001963,STU00600,2025SP,P002,13,9,37.0,1.64,Full Time
T0001964,STU00600,2025SU,P002,3,3,40.0,1.7,Part Time
T0001965,STU00601,2023FA,P003,11,11,11.0,2.82,Part Time
T0001966,STU00601,2024SP,P003,9,6,17.0,2.3,Part Time
T0001967,STU00601,2024FA,P003,9,9,26.0,2.41,Part Time
T0001968,STU00601,2025SP,P003,13,13,39.0,2.62,Full Time
T0001969,STU00601,2025FA,P003,13,13,52.0,2.55,Full Time
T0001970,STU00602,2023FA,P002,10,7,7.0,2.4,Part Time
T0001971,STU00602,2024SP,P002,12,12,19.0,2.59,Full Time
T0001972,STU00602,2024FA,P002,13,13,32.0,2.86,Full Time
T0001973,STU00602,2025SP,P002,14,14,46.0,2.84,Full Time
T0001974,STU00603,2022FA,P003,7,7,7.0,3.0,Part Time
T0001975,STU00603,2023SP,P003,9,9,16.0,3.19,Part Time
T0001976,STU00603,2023FA,P003,7,7,23.0,2.96,Part Time
T0001977,STU00603,2024SP,P003,9,9,32.0,2.97,Part Time
T0001978,STU00603,2024FA,P003,17,13,45.0,2.82,Full Time
T0001979,STU00604,2024SP,P002,10,10,10.0,3.4,Part Time
T0001980,STU00604,2024FA,P002,12,12,22.0,3.45,Full Time
T0001981,STU00604,2025SP,P002,12,12,34.0,3.21,Full Time
T0001982,STU00605,2024FA,P003,13,7,7.0,2.08,Full Time
T0001983,STU00605,2025SP,P003,12,12,19.0,2.4,Full Time
T0001984,STU00605,2025FA,P003,12,9,28.0,2.43,Full Time
T0001985,STU00605,2026SP,P003,16,10,38.0,2.3,Full Time
T0001986,STU00606,2023FA,P001,7,7,7.0,3.0,Part Time
T0001987,STU00606,2024SP,P001,12,12,19.0,3.16,Full Time
T0001988,STU00607,2022FA,P002,7,4,4.0,1.43,Part Time
T0001989,STU00607,2023SP,P002,9,6,10.0,1.94,Part Time
T0001990,STU00607,2023FA,P002,6,6,16.0,2.23,Part Time
T0001991,STU00607,2024SP,P002,13,13,29.0,2.51,Full Time
T0001992,STU00607,2024FA,P002,7,7,36.0,2.43,Part Time
T0001993,STU00607,2025SP,P002,17,17,53.0,2.66,Full Time
T0001994,STU00607,2025FA,P002,9,9,62.0,2.79,Part Time
T0001995,STU00608,2023FA,P006,13,13,13.0,4.0,Full Time
T0001996,STU00609,2023FA,P001,7,1,1.0,1.14,Part Time
T0001997,STU00610,2022FA,P003,10,7,7.0,2.2,Part Time
T0001998,STU00610,2023SP,P003,9,9,16.0,2.89,Part Time
T0001999,STU00610,2023FA,P003,9,9,25.0,2.71,Part Time
T0002000,STU00611,2024SP,P006,10,10,10.0,4.0,Part Time
T0002001,STU00611,2024FA,P006,12,12,22.0,4.0,Full Time
T0002002,STU00612,2022FA,P004,10,4,4.0,1.8,Part Time
T0002003,STU00612,2023SP,P004,9,9,13.0,2.37,Part Time
T0002004,STU00612,2023FA,P004,12,9,22.0,2.42,Full Time
T0002005,STU00613,2024SP,P006,10,10,10.0,3.4,Part Time
T0002006,STU00613,2024SU,P006,7,7,17.0,3.47,Part Time
T0002007,STU00613,2024FA,P006,15,15,32.0,3.16,Full Time
T0002008,STU00614,2022FA,P004,10,10,10.0,3.4,Part Time
T0002009,STU00614,2023SP,P004,12,12,22.0,3.59,Full Time
T0002010,STU00614,2023SU,P004,9,9,31.0,3.71,Part Time
T0002011,STU00615,2025FA,P006,10,10,10.0,3.6,Part Time
T0002012,STU00615,2026SP,P006,9,9,19.0,3.79,Part Time
T0002013,STU00616,2025FA,P006,10,10,10.0,4.0,Part Time
T0002014,STU00616,2026SP,P006,12,12,22.0,3.45,Full Time
T0002015,STU00617,2025SP,P002,7,7,7.0,3.86,Part Time
T0002016,STU00617,2025SU,P002,6,6,13.0,3.92,Part Time
T0002017,STU00617,2025FA,P002,6,6,19.0,3.95,Part Time
T0002018,STU00617,2026SP,P002,9,9,28.0,3.96,Part Time
T0002019,STU00618,2023FA,P002,7,7,7.0,3.29,Part Time
T0002020,STU00618,2024SP,P002,12,12,19.0,3.42,Full Time
T0002021,STU00619,2025SP,P001,7,7,7.0,2.71,Part Time
T0002022,STU00619,2025FA,P001,15,15,22.0,3.05,Full Time
T0002023,STU00619,2026SP,P001,9,9,31.0,3.32,Part Time
T0002024,STU00620,2024FA,P005,14,14,14.0,2.29,Full Time
T0002025,STU00620,2025SP,P005,12,9,23.0,2.62,Full Time
T0002026,STU00620,2025FA,P005,6,3,26.0,2.59,Part Time
T0002027,STU00620,2026SP,P005,6,6,32.0,2.82,Part Time
T0002028,STU00621,2023FA,P002,10,10,10.0,2.7,Part Time
T0002029,STU00621,2024SP,P002,10,7,17.0,2.55,Part Time
T0002030,STU00621,2024FA,P002,9,9,26.0,2.69,Part Time
T0002031,STU00621,2025SP,P002,6,3,29.0,2.66,Part Time
T0002032,STU00622,2022FA,P008,7,7,7.0,3.14,Part Time
T0002033,STU00622,2023SP,P008,9,9,16.0,3.25,Part Time
T0002034,STU00622,2023FA,P008,6,6,22.0,3.32,Part Time
T0002035,STU00622,2024SP,P008,6,3,25.0,3.28,Part Time
T0002036,STU00623,2023FA,P004,7,7,7.0,2.57,Part Time
T0002037,STU00623,2024SP,P004,12,9,16.0,2.37,Full Time
T0002038,STU00624,2023FA,P001,10,10,10.0,2.8,Part Time
T0002039,STU00624,2024SP,P001,12,12,22.0,2.91,Full Time
T0002040,STU00624,2024SU,P001,12,12,34.0,3.03,Full Time
T0002041,STU00624,2024FA,P001,6,6,40.0,3.17,Part Time
T0002042,STU00625,2024SP,P002,7,7,7.0,3.57,Part Time
T0002043,STU00625,2024SU,P002,9,9,16.0,3.81,Part Time
T0002044,STU00625,2024FA,P002,6,6,22.0,3.86,Part Time
T0002045,STU00625,2025SP,P002,7,7,29.0,3.69,Part Time
T0002046,STU00625,2025FA,P002,17,14,43.0,3.46,Full Time
T0002047,STU00625,2026SP,P002,11,11,54.0,3.56,Part Time
T0002048,STU00626,2023FA,P002,10,10,10.0,3.1,Part Time
T0002049,STU00626,2024SP,P002,16,16,26.0,3.15,Full Time
T0002050,STU00626,2024FA,P002,15,12,38.0,2.88,Full Time
T0002051,STU00626,2025SP,P003,11,11,49.0,2.85,Part Time
T0002052,STU00627,2024FA,P001,7,7,7.0,3.57,Part Time
T0002053,STU00627,2025SP,P001,6,6,13.0,3.31,Part Time
T0002054,STU00627,2025FA,P001,6,6,19.0,3.53,Part Time
T0002055,STU00628,2022FA,P001,7,7,7.0,3.29,Part Time
T0002056,STU00628,2023SP,P001,9,9,16.0,2.75,Part Time
T0002057,STU00628,2023FA,P001,9,9,25.0,2.84,Part Time
T0002058,STU00628,2024SP,P001,15,12,37.0,2.75,Full Time
T0002059,STU00629,2025SP,P007,10,3,3.0,1.43,Part Time
T0002060,STU00629,2025FA,P005,6,3,6.0,1.46,Part Time
T0002061,STU00629,2026SP,P005,6,0,6.0,1.32,Part Time
T0002062,STU00630,2023SP,P002,13,4,4.0,1.38,Full Time
T0002063,STU00630,2023FA,P002,12,12,16.0,1.8,Full Time
T0002064,STU00630,2024SP,P002,17,13,29.0,2.0,Full Time
T0002065,STU00630,2024FA,P002,10,10,39.0,2.15,Part Time
T0002066,STU00630,2025SP,P002,13,10,49.0,2.17,Full Time
T0002067,STU00630,2025SU,P002,6,6,55.0,2.2,Part Time
T0002068,STU00630,2025FA,P002,3,3,58.0,2.27,Part Time
T0002069,STU00631,2024FA,P004,10,10,10.0,4.0,Part Time
T0002070,STU00631,2025SP,P004,9,9,19.0,3.84,Part Time
T0002071,STU00632,2023FA,P005,10,7,7.0,2.0,Part Time
T0002072,STU00632,2024SP,P005,13,13,20.0,2.52,Full Time
T0002073,STU00632,2024FA,P005,12,9,29.0,2.66,Full Time
T0002074,STU00633,2023FA,P002,13,13,13.0,3.46,Full Time
T0002075,STU00633,2024SP,P002,9,9,22.0,3.41,Part Time
T0002076,STU00633,2024FA,P002,6,6,28.0,3.43,Part Time
T0002077,STU00634,2023FA,P001,10,9,9.0,2.8,Part Time
T0002078,STU00634,2024SP,P001,12,12,21.0,2.77,Full Time
T0002079,STU00635,2024FA,P007,7,4,4.0,2.14,Part Time
T0002080,STU00636,2022FA,P004,10,3,3.0,1.33,Part Time
T0002081,STU00637,2023FA,P007,10,10,10.0,3.6,Part Time
T0002082,STU00637,2024SP,P007,9,9,19.0,3.79,Part Time
T0002083,STU00638,2023SP,P001,10,10,10.0,3.7,Part Time
T0002084,STU00638,2023FA,P001,12,12,22.0,3.73,Full Time
T0002085,STU00639,2023FA,P005,7,7,7.0,2.14,Part Time
T0002086,STU00639,2024SP,P005,6,3,10.0,1.62,Part Time
T0002087,STU00639,2024FA,P005,6,3,13.0,1.42,Part Time
T0002088,STU00639,2025SP,P005,13,6,19.0,1.61,Full Time
T0002089,STU00639,2025FA,P005,9,3,22.0,1.59,Part Time
T0002090,STU00639,2026SP,P005,7,3,25.0,1.56,Part Time
T0002091,STU00640,2025SP,P005,10,10,10.0,2.3,Part Time
T0002092,STU00640,2025FA,P005,6,6,16.0,2.56,Part Time
T0002093,STU00640,2026SP,P005,12,12,28.0,2.86,Full Time
T0002094,STU00641,2022FA,P006,7,7,7.0,3.57,Part Time
T0002095,STU00641,2023SP,P006,9,6,13.0,2.88,Part Time
T0002096,STU00641,2023FA,P006,12,12,25.0,3.25,Full Time
T0002097,STU00641,2024SP,P006,6,6,31.0,3.12,Part Time
T0002098,STU00642,2023SP,P002,7,7,7.0,3.29,Part Time
T0002099,STU00642,2023FA,P002,12,9,16.0,2.47,Full Time
T0002100,STU00642,2024SP,P003,10,7,23.0,2.45,Part Time
T0002101,STU00642,2024FA,P003,12,9,32.0,2.39,Full Time
T0002102,STU00643,2023FA,P002,10,7,7.0,1.6,Part Time
T0002103,STU00643,2024SP,P002,13,9,16.0,2.04,Full Time
T0002104,STU00643,2024FA,P002,12,9,25.0,2.11,Full Time
T0002105,STU00643,2025SP,P002,17,14,39.0,2.08,Full Time
T0002106,STU00644,2024FA,P007,10,10,10.0,3.7,Part Time
T0002107,STU00644,2025SP,P007,6,3,13.0,3.31,Part Time
T0002108,STU00644,2025FA,P007,9,9,22.0,3.32,Part Time
T0002109,STU00644,2026SP,P007,9,9,31.0,3.42,Part Time
T0002110,STU00645,2025SP,P004,7,3,3.0,1.43,Part Time
T0002111,STU00645,2025SU,P004,15,6,9.0,1.27,Full Time
T0002112,STU00645,2025FA,P008,9,6,15.0,1.68,Part Time
T0002113,STU00645,2026SP,P008,12,6,21.0,1.77,Full Time
